emotion,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43
angry,0.35121322,0.41715226,0.7430618,0.2786596,0.27260858,0.0,0.42640468,0.004447767,0.0,0.27956343,0.49081326,0.10887128,0.3181517,0.0,0.52966964,0.29326016,0.52388024,0.297872,0.405379,0.49291125
angry,0.3329405,0.08870885,0.5126422,0.3195514,0.15717687,0.0,0.2597905,0.17580321,1.0,0.22229321,0.4796658,0.25438055,0.38947335,0.0,0.29396084,0.48639187,0.26476187,0.12142891,0.27789325,0.13138871
angry,0.3393378,0.29864597,0.45186013,0.37234598,0.18921861,0.0,0.48064804,0.023776487,0.0,0.18220921,0.34289092,0.12044133,0.38610336,0.0,0.73417675,0.35598788,0.5317838,0.54450035,0.27159446,0.45067838
angry,0.35869047,0.15499938,0.93440324,0.24633762,0.25979897,1.0,0.62149984,0.17265184,0.0,0.22876191,0.5363715,0.60171187,0.34811985,1.0,0.32945007,0.080439486,0.9942872,0.45121756,0.02656061,0.29139656
angry,0.25898334,0.2249042,0.42973828,0.30827546,0.1508775,0.0,0.27050585,0.13191915,0.0,0.07325936,0.36963362,0.18319783,0.42708418,0.0,0.40162534,0.66393673,0.044146705,0.055448487,0.14884691,0.08692602
angry,0.37036386,0.28662956,0.73913735,0.290449,0.3896101,0.0,0.538042,0.77548325,0.0,0.37641206,0.36422932,0.14530142,0.32015526,1.0,0.514165,0.014665371,0.9999553,0.73029536,0.04181807,0.47682086
angry,0.34384736,0.14907466,0.35905728,0.3447312,0.20037155,1.0,0.2854559,0.02404846,0.0,0.123906925,0.22788665,0.14041975,0.49509043,0.0,0.61155,0.37536606,0.37430033,0.22689678,0.21890807,0.28257486
angry,0.27929175,0.2306871,0.6655069,0.28827477,0.24790713,1.0,0.4822217,0.042282514,0.0,0.11718942,0.2774375,0.4723127,0.444427,1.0,0.2714961,0.3627407,0.2005404,0.093903966,0.12256074,0.74003047
angry,0.3040933,0.19813135,0.21897523,0.32391253,0.26087153,1.0,0.43842924,0.43332583,0.0,0.15956841,0.4425687,0.25098225,0.358186,0.0,0.6006775,0.67205375,0.06335952,0.33705676,0.67980164,0.49533734
angry,0.33313888,0.115135215,0.7299327,0.26159894,0.4877776,0.0,0.3774431,0.2920852,0.0,0.24747528,0.2865499,0.4962764,0.33817074,1.0,0.587777,0.012822825,0.99265337,0.86402875,0.034928802,0.81941235
angry,0.32473862,0.26440015,0.62141055,0.32813898,0.17693456,0.0,0.49128333,0.07601399,1.0,0.05917799,0.24701068,0.19108331,0.45891494,0.0,0.44175568,0.20982482,0.13757458,0.04376737,0.08700116,0.31176722
angry,0.2672189,0.11348352,0.54756993,0.31040165,0.26655802,1.0,0.3146501,0.69138455,1.0,0.14728186,0.28825012,0.06300666,0.33573383,0.0,0.28392276,0.386644,0.39366555,0.11969552,0.06705476,0.18182437
angry,0.32037374,0.20902205,0.58827865,0.3303052,0.14966851,0.0,0.29680717,0.24555378,1.0,0.13033748,0.42761138,0.087013625,0.38404602,0.0,0.3045902,0.4984366,0.1135343,0.116686314,0.15524796,0.13659593
angry,0.19701433,0.17338584,0.7234665,0.2808768,0.4097386,1.0,0.810684,0.57384425,1.0,0.23912527,0.27878752,0.21921256,0.5271897,0.0,0.35488766,0.5668102,0.2476911,0.063139535,0.0702384,0.4965776
angry,0.4350077,0.1254799,0.37998027,0.31637985,0.2804657,1.0,0.42027283,0.9157399,1.0,0.29826248,0.2630715,0.48975444,0.38359135,1.0,0.34273276,0.09846691,0.9961612,0.47354338,0.06402878,0.29055837
angry,0.40258995,0.26198173,0.6855997,0.32670158,0.19892803,1.0,0.67664313,0.064019784,0.0,0.1936646,0.19022565,0.5236397,0.5596918,1.0,0.335251,0.31698173,0.052594785,0.12467389,0.047529854,0.53019047
angry,0.31624496,0.19918905,0.62871456,0.28373355,0.4260219,1.0,0.5583472,0.5202292,1.0,0.22951691,0.242692,0.3077883,0.48967415,1.0,0.32543108,0.07503796,0.997408,0.53297466,0.10493084,0.5460171
angry,0.57280385,0.19635227,0.28886744,0.42278665,0.22947136,1.0,0.2838542,0.014918328,1.0,0.18244205,0.121463016,0.20549187,0.49443325,0.0,0.48710543,0.34661424,0.51436424,0.069211684,0.13507508,0.094617836
angry,0.25119102,0.30844983,0.3576702,0.29842722,0.26105827,1.0,0.42977336,0.053140335,0.0,0.2784779,0.36729455,0.33123535,0.25269723,1.0,0.6480442,0.06809441,0.97824687,0.63973975,0.18505582,0.6118413
angry,0.45931798,0.24422145,0.7895612,0.30513048,0.5109357,1.0,0.70168215,0.44826937,1.0,0.58267665,0.25079536,0.40530974,0.28633463,1.0,0.53072226,0.02358865,0.99932456,0.7165042,0.23265906,0.67223895
angry,0.36836076,0.24650905,0.29248685,0.35079902,0.15997596,1.0,0.34089416,0.04035623,1.0,0.063788496,0.41202095,0.4229926,0.4301364,1.0,0.36913824,0.2309181,0.9426967,0.6038873,0.10636256,0.22441271
angry,0.24578524,0.23464218,0.4056835,0.3891504,0.15171212,0.0,0.2388571,0.19090632,1.0,0.15027264,0.5137432,0.36632648,0.43657142,0.0,0.28898963,0.45825556,0.77637446,0.1311486,0.044591907,0.040927235
angry,0.42952538,0.21642984,0.88278335,0.22469744,0.7108515,1.0,0.7580785,0.21563236,0.0,0.68063855,0.38202962,0.2945755,0.4069751,1.0,0.2903735,0.22458982,0.9979583,0.36655954,0.019252794,0.69680184
angry,0.47250706,0.18339744,0.35432783,0.34190354,0.15147075,0.0,0.24815741,0.2241642,1.0,0.11100688,0.5346172,0.38975224,0.45550126,0.0,0.41408285,0.49641117,0.8693908,0.13254626,0.23133482,0.14288166
angry,0.37433907,0.28749555,0.70528626,0.28619397,0.2873663,1.0,0.47606295,0.13748777,0.0,0.16089596,0.2903918,0.5018916,0.44886893,1.0,0.70178753,0.49544176,0.31237215,0.330215,0.31911182,0.71115905
angry,0.2251762,0.26892865,0.45266762,0.30853924,0.26096138,1.0,0.5190407,0.23840739,0.0,0.29074052,0.49723294,0.13896513,0.357988,1.0,0.66304374,0.060406506,0.99829036,0.6217954,0.07018154,0.292646
angry,0.3871202,0.24057324,0.37616962,0.3701834,0.3111885,1.0,0.54450536,0.012112351,0.0,0.13794123,0.19932531,0.19383769,0.3582383,1.0,0.6111674,0.066332296,0.9947513,0.34680063,0.17388976,0.22523396
angry,0.3819209,0.3276024,0.7380686,0.30043015,0.25812355,1.0,0.28848013,0.003802236,0.0,0.20932023,0.2275514,0.6552953,0.32827055,0.0,0.78076065,0.27843952,0.6022515,0.3738419,0.0629105,0.61512065
angry,0.37958908,0.3720267,0.6901754,0.2693325,0.42133796,1.0,0.612403,0.33304292,0.0,0.17677434,0.7662916,0.56645,0.50450194,0.0,0.5206637,0.52089936,0.14163724,0.133155,0.0597888,0.50802714
angry,0.32963577,0.24975318,0.7639675,0.29850087,0.2435325,1.0,0.5175739,0.024815377,0.0,0.24638344,0.2707972,0.08864655,0.33995745,0.0,0.639075,0.21170862,0.85372865,0.11516335,0.5046803,0.40242547
angry,0.40036792,0.31673124,0.49291322,0.29328448,0.31950217,0.0,0.57492447,0.06203122,1.0,0.14054066,0.6274909,0.26916647,0.43222663,1.0,0.5793916,0.5022713,0.6439222,0.18171892,0.17655483,0.18378018
angry,0.31765825,0.32919994,0.22767295,0.31463236,0.4199889,1.0,0.52091086,0.06256321,0.0,0.23002443,0.31427822,0.15790312,0.47981185,0.0,0.4891328,0.17674197,0.98329663,0.15675944,0.25777984,0.3071685
angry,0.48836395,0.24684317,0.6149519,0.2772474,0.30739716,1.0,0.6105758,0.13010086,0.0,0.090515085,0.45452186,0.3989378,0.34514827,0.0,0.70106983,0.21851625,0.8794525,0.26371375,0.29587513,0.54287654
angry,0.43037996,0.1642851,0.4857605,0.3050122,0.23877095,0.0,0.25726324,0.04355221,1.0,0.08463999,0.4890221,0.0915108,0.33798075,0.0,0.29989108,0.46277094,0.6868516,0.09439423,0.03885576,0.15384464
angry,0.32217187,0.19345771,0.43387505,0.33657122,0.2703988,0.0,0.46658018,0.7465564,1.0,0.32643768,0.25223562,0.7371643,0.44991127,0.0,0.32298538,0.43600258,0.9203752,0.18579234,0.45233446,0.20972992
angry,0.22227262,0.19474375,0.34038347,0.30633965,0.33752996,1.0,0.5798535,0.84960395,1.0,0.6286828,0.5161466,0.34738854,0.3608072,1.0,0.56320196,0.15697205,0.9993357,0.7166738,0.03734646,0.29468796
angry,0.34312144,0.2575752,0.3706827,0.27634674,0.29438996,0.0,0.39365476,0.080621816,0.0,0.2510746,0.34484988,0.09014038,0.29193237,1.0,0.7342569,0.059049115,0.9922443,0.7274852,0.17805414,0.42501888
angry,0.276585,0.24886459,0.27736095,0.3364591,0.3186931,0.0,0.43020487,0.6179426,1.0,0.41996393,0.25280613,0.22964755,0.27676547,1.0,0.39411697,0.014420428,0.97883636,0.7109964,0.084787376,0.075362384
angry,0.37137815,0.2527263,0.8137349,0.3557837,0.2555404,0.0,0.27780473,0.0970789,1.0,0.47624663,0.23752926,0.18005086,0.51319814,0.0,0.6890754,0.3940026,0.63678837,0.08740773,0.1860753,0.35304263
angry,0.2553072,0.15325299,0.47103083,0.36268,0.16067961,0.0,0.33420596,0.0065702195,0.0,0.11555285,0.19887073,0.29836032,0.34932214,0.0,0.29396757,0.11538257,0.53971964,0.11898634,0.104090884,0.16151537
angry,0.32113674,0.38062674,0.072189264,0.47622046,0.17439616,0.0,0.31536323,0.021856572,0.0,0.0847291,0.13986337,0.19133887,0.3203707,0.0,0.47083148,0.22056988,0.68857914,0.15802617,0.21189967,0.24772762
angry,0.4129395,0.21022563,0.5562244,0.46661887,0.1609717,1.0,0.408329,0.020988354,0.0,0.17944077,0.13100033,0.30408445,0.31786668,1.0,0.54591906,0.058167256,0.91300356,0.10973286,0.18253699,0.15174676
angry,0.36535594,0.2666332,0.9496965,0.24124928,0.3619563,1.0,0.8002537,0.03235077,1.0,0.22025774,0.37701547,0.19717097,0.41242665,1.0,0.27639306,0.46558577,0.9968072,0.4470676,0.04105013,0.8649568
angry,0.22112559,0.15545422,0.3545217,0.30408856,0.27303788,1.0,0.40671605,0.014611605,1.0,0.11478376,0.19590752,0.15683556,0.5085391,0.0,0.36162674,0.22262132,0.25042823,0.06254291,0.47684032,0.5783147
angry,0.4120858,0.3288747,0.7069354,0.44390577,0.26530743,0.0,0.4648479,0.009040386,0.0,0.27613118,0.31575188,0.2652022,0.44902804,1.0,0.47495952,0.2048187,0.33789572,0.06439964,0.2725002,0.32500896
angry,0.22900388,0.30137506,0.4076633,0.35717663,0.315569,0.0,0.40827703,0.81516963,0.0,0.22124204,0.18285091,0.32085496,0.3359482,1.0,0.5714453,0.035134822,0.997561,0.7029959,0.022115491,0.22183253
angry,0.4976505,0.3057619,0.5727525,0.2877597,0.29245725,1.0,0.51832944,0.41918328,0.0,0.35778907,0.653841,0.19157602,0.3646959,1.0,0.77137214,0.40282297,0.9983777,0.5479142,0.36118448,0.8916382
angry,0.377395,0.33540297,0.31996006,0.30235353,0.15075715,0.0,0.44640428,0.073864914,0.0,0.15084268,0.260403,0.033557247,0.3596624,0.0,0.31209344,0.15286714,0.792372,0.16340917,0.32103607,0.5309822
angry,0.41219395,0.31571615,0.3944278,0.37701032,0.22004186,1.0,0.45572254,0.22442567,1.0,0.27084514,0.29174024,0.25608322,0.3790202,1.0,0.62034243,0.14670697,0.9888207,0.66990477,0.5554589,0.38246167
angry,0.4527361,0.22250015,0.17122418,0.6369389,0.07104762,0.0,0.1974375,0.24770145,1.0,0.07391939,0.36325827,0.5577472,0.4197001,1.0,0.7214434,0.14737886,0.9798466,0.32166162,0.07688563,0.14224704
angry,0.26897898,0.22625703,0.33371812,0.33382314,0.31294566,0.0,0.30266652,0.027234089,0.0,0.23055579,0.30043426,0.059412383,0.30394596,1.0,0.70119256,0.11463766,0.99641573,0.5385942,0.5389124,0.41674292
angry,0.32114464,0.21143763,0.81016475,0.24266256,0.41455528,1.0,0.66951287,0.6361513,0.0,0.34038892,0.4158078,0.5310057,0.524455,1.0,0.31081647,0.2033031,0.9976132,0.38191932,0.017289162,0.7552212
angry,0.3511425,0.21522309,0.41787,0.3416414,0.2850809,0.0,0.4734339,0.02325173,0.0,0.39314622,0.35122243,0.22184803,0.52429944,0.0,0.2506222,0.7106466,0.034240186,0.046581563,0.13171981,0.14558506
angry,0.357501,0.15666704,0.35290024,0.31439486,0.3002183,0.0,0.34538874,0.034347784,0.0,0.19015893,0.6312537,0.41879693,0.4316308,1.0,0.4372868,0.14533332,0.9910138,0.51556045,0.12876037,0.3696109
angry,0.38947755,0.33314928,0.45515785,0.26912975,0.54302686,1.0,0.48811722,0.27373064,1.0,0.7004303,0.5184598,0.50610703,0.287018,1.0,0.4849301,0.025718756,0.98958325,0.7456903,0.32772812,0.44232225
angry,0.41310117,0.32241142,0.34873515,0.26288858,0.41151354,1.0,0.46485084,0.1554247,0.0,0.52681845,0.5049713,0.33396372,0.27058783,1.0,0.24368758,0.014777013,0.99983716,0.6939867,0.052744735,0.60092944
